area_type,availability,location,size,total_sqft,bath,balcony,price
Plot,Ready To Move,Malir,4 Bedroom,1650,3,1,300
Appartment,20-Dec,Mehmoodabad,2 BHK,750,2,1,52.7
Appartment,19-Dec,Jamshed Town ,3 BHK,1400,2,2,80.54
Appartment,Ready To Move,Clifton Block nine,4 BHK,4104,4,3,360
House,Ready To Move,DHA Phase seven,4 BHK,5000,4,0,375
Plot,Ready To Move,DHA Phase six,5 Bedroom,3295,4,2,260
Plot,Ready To Move,Dhoraji Colony,4 Bedroom,1150,3,1,110
Plot,18-Jul,Cornish Society Scheme ,3 Bedroom,1200,3,1,61.96
House,Ready To Move,Cornish Society Scheme ,2 BHK,965,2,2,48
Plot,Ready To Move,North Karachi,1 Bedroom,812,1,1,26
Appartment,Ready To Move,Punjab Colony,2 BHK,1100,2,2,43
Appartment,Ready To Move, North Karachi,2 BHK,1180,2,2,41
Appartment,Ready To Move,Airport Road,2 BHK,1145,2,2,48
Appartment,Ready To Move,Kashmir Road,2 BHK,1027,2,1,44
Appartment,18-Apr,Clifton,2 BHK,1215,2,2,49.85
Plot,Ready To Move,Defence Garden,2 Bedroom,1200,2,0,75
Appartment,Ready To Move,Kashmir Road,2 BHK,1015,2,2,58
Plot,18-May,Navy Housing Scheme Karsaz,3 Bedroom,2400,3,1,165
Plot,Ready To Move,Clifton Block nine,4 Bedroom,3000,4,3,306
House,Ready To Move,DHA Defence,3 Bedroom,3300,4,3,160
Appartment,Ready To Move,North Nazimabad,2 BHK,1076,2,2,52
Appartment,18-Dec,Saddar Town,2 BHK,1300,2,1,109
House,Ready To Move,Gulshan-e-Iqbal Town,2 BHK,1300,2,2,102
Appartment,19-Jun,Tariq Road,3 BHK,1512,3,1,123
Carpet  Area,18-Dec,Clifton,3 BHK,1053.4,3,1,88.91
Appartment,Ready To Move,Frere Town,1 BHK,540 - 670,1,0,41.745
Appartment,Ready To Move,Nazimabad,2 BHK,1153,2,1,65
Plot,Ready To Move,Khalid Bin Walid Road,2 Bedroom,2080,2,1,150
Appartment,Ready To Move,Garden West,2 BHK,1255,2,2,69
House,Ready To Move,Clifton,4 BHK,315Sq. Yards,5,,260
Appartment,Ready To Move,Clifton,3 BHK,1583,3,3,109
Appartment,Ready To Move,Gulistan-e-Jauhar ,2 BHK,1505,2,2,90
Appartment,Ready To Move,Malir,3 BHK,1365,2,2,75.08
Plot,Ready To Move,Mehmoodabad,3 Bedroom,1200,3,3,95.75
Appartment,Ready To Move,Jamshed Town ,3 BHK,1810,4,3,148
House,Ready To Move,Clifton Block nine,1 Bedroom,440,1,0,35
Appartment,Ready To Move,DHA Phase seven,2 BHK,975,2,1,63
Appartment,Ready To Move,DHA Phase six,2 BHK,1250,2,3,39
Appartment,Ready To Move,Dhoraji Colony,3 BHK,1530,2,1,97
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1300,2,2,39
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1115,2,1,40
Appartment,Ready To Move,North Karachi,2 BHK,1308,2,1,83
Appartment,Ready To Move,Punjab Colony,2 BHK,1194,2,2,47
Appartment,Ready To Move, North Karachi,3 BHK,1490,2,2,59.6
Plot,Ready To Move,Airport Road,4 Bedroom,10000,4,0,450
Appartment,19-Apr,Kashmir Road,3 BHK,1592,3,1,91
Appartment,18-Jun,Clifton,2 BHK,1222,2,0,112
Appartment,Ready To Move,Defence Garden,2 BHK,1267,2,2,42.85
Appartment,Ready To Move,Kashmir Road,1 BHK,656,1,1,53
Plot,Ready To Move,Navy Housing Scheme Karsaz,4 Bedroom,3400,4,3,530
House,Ready To Move,Clifton Block nine,4 BHK,4500,5,,400
Plot,18-Nov,Abid Town,2 Bedroom,1200,1,1,36
Appartment,Ready To Move,Gohar Green City,3 BHK,1698,3,2,102
House,Ready To Move,Hill Park,3 BHK,1500,3,2,70
Plot,Ready To Move,Korangi Creek,4 Bedroom,2000,5,0,80
Appartment,18-Mar,Soldier Bazar,2 BHK,1152,2,1,65.75
Appartment,Ready To Move,PECHS,1 BHK,550,1,0,21
Appartment,Ready To Move,Garden East,2 BHK,900,2,2,42
Appartment,18-Mar,Karimabad,3 BHK,1410,2,2,45.12
House,Ready To Move,Khayaban-e-Bukhari,3 BHK,1419,2,3,73
Appartment,Ready To Move,Jamshed Quarter,2 BHK,1200,2,1,55
Appartment,Ready To Move,Civic Centre,3 BHK,1800,3,3,65
Appartment,Ready To Move,Korangi Road,2 BHK,990,2,1,40
Appartment,Ready To Move,Sunset Boulevard,2 BHK,1016,2,1,45
Appartment,Ready To Move,Khayaban-e-Jami,2 BHK,1100,2,0,39
House,Ready To Move,Khayaban-e-Ittehad,4 BHK,850,2,1,65
Appartment,Ready To Move,Khayaban-e-Bahria,2 BHK,1095,2,1,35
Appartment,Ready To Move,Khayaban-e-Badban,3 BHK,2000,3,2,85
Appartment,Ready To Move,Khayaban-e-Hilal,2 BHK,1444,2,2,70
Appartment,Ready To Move,Khayaban-e-Shahbaz,2 BHK,1415,2,3,67
Plot,Ready To Move,Khayaban-e-Sehar,3 Bedroom,1500,2,1,130
Appartment,Ready To Move,Khayaban-e-Rahat,3 BHK,1600,3,3,72
Appartment,Ready To Move,Khayaban-e-Muhafiz,2 BHK,1105,2,1,41.36
Appartment,18-Dec,Khayaban-e-Bukhari,3 BHK,1225,3,0,45.03
Appartment,Ready To Move,Khayaban-e-Nishat,3 BHK,2560,3,2,265
Appartment,Ready To Move,Commercial Avenue,2 BHK,1080,2,1,37.8
Plot,Ready To Move,Khayaban-e-Hafiz,7 Bedroom,2400,3,3,150
Appartment,18-Aug,Khayaban-e-Muslim,3 BHK,1856,3,2,135
Appartment,Ready To Move,Khayaban-e-Shaheen,3 BHK,1464,3,2,56
Plot,Ready To Move,Khayaban-e-Shujaat,6 Bedroom,2100,6,2,71
Appartment,Ready To Move,Jamshed Quarter,2 BHK,1150,2,2,77
Plot,Ready To Move,Saba Avenue,5 Bedroom,1200,4,1,98
Appartment,18-Dec,Beach Avenue,3 BHK,1650 - 2538,,,113.19
Appartment,Ready To Move,Khayaban-e-Mujahid,3 BHK,1485,2,2,67
Appartment,Ready To Move,Khayaban-e-Janbaz,3 BHK,2500,3,3,75
Plot,18-Aug,Khayaban-e-Shamsheer,2 Bedroom,1200,2,1,45
Appartment,18-May,Khayaban-e-Tanzeem,2 BHK,1036,2,1,59.46
Plot,Ready To Move,Khayaban-e-Tauheed,4 Bedroom,3445,5,3,270
Appartment,Ready To Move,Khayabane-e-Amir Khusro,2 BHK,1400,2,2,80
Appartment,18-Jul,Khayaban-e-Tariq,2 BHK,1110,2,2,33
House,Ready To Move,Khaliq-uz-Zaman,2 BHK,1150,2,3,48
Appartment,Ready To Move,Dhoraji Colony,1 BHK,715,1,1,45
Plot,Ready To Move,Muslimabad,4 Bedroom,1200,4,0,130
Plot,Ready To Move,Gulshan-E-Iqbal one,5 Bedroom,1200,3,1,260
Appartment,Ready To Move,Gulshan-E-Iqbal two,4 BHK,2283,4,2,130
Plot,Ready To Move,PIB Colony,6 Bedroom,1790,5,1,250
Appartment,18-Apr,DHA Defence,3 BHK,1453,2,2,43.58
House,Ready To Move,North Nazimabad,3 BHK,1400,2,1,85
Appartment,Ready To Move,Saddar Town,3 BHK,1400,3,0,65
Appartment,Ready To Move,Gulshan-e-Iqbal Town,3 BHK,1700,3,1,140
Appartment,18-Dec,Tariq Road,3 BHK,1591,3,1,120
Appartment,Ready To Move,Clifton,3 BHK,1515,2,1,79
House,Ready To Move,Frere Town,5 Bedroom,2500,3,3,200
Appartment,18-Aug,Nazimabad,2 BHK,975,2,1,24.86
Appartment,Ready To Move,Khalid Bin Walid Road,3 BHK,1382,2,2,76.18
Plot,Ready To Move,Garden West,7 Bedroom,1750,5,2,350
Appartment,Ready To Move,Clifton,3 BHK,1533,3,2,150
Appartment,18-Feb,Clifton,3 BHK,3815,3,1,763
Appartment,Ready To Move,Gulistan-e-Jauhar ,2 BHK,1100,2,2,38
Appartment,Ready To Move,Malir,4 BHK,3730,6,2,450
Appartment,Ready To Move,Mehmoodabad,3 BHK,1500,2,1,120
Appartment,Ready To Move,Jamshed Town ,3 BHK,1391,2,2,64.5
Appartment,Ready To Move,Clifton Block nine,2 BHK,1160,2,2,42.92
House,Ready To Move,DHA Phase seven,1 BHK,620,1,1,27
Plot,Ready To Move,DHA Phase six,8 Bedroom,2400,9,3,350
Plot,Ready To Move,Dhoraji Colony,8 Bedroom,1200,7,3,130
House,18-Jun,Cornish Society Scheme ,4 Bedroom,4827,4,3,400
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1482,3,3,60.98
Appartment,Ready To Move,North Karachi,2 BHK,1405,2,2,84.5
House,Ready To Move,Punjab Colony,2 BHK,1190,2,2,40
Appartment,Ready To Move, North Karachi,2 BHK,1174,2,1,78
Plot,Ready To Move,Airport Road,2 Bedroom,1155,2,0,72
Appartment,19-Mar,Kashmir Road,3 BHK,1411,3,1,93.04
Appartment,Ready To Move,Clifton,2 BHK,745,2,0,50
Appartment,Ready To Move,Defence Garden,2 BHK,1000,2,2,30
Appartment,Ready To Move,Kashmir Road,2 BHK,923,2,1,50
House,Ready To Move,Navy Housing Scheme Karsaz,2 BHK,1000,2,2,32
Appartment,Ready To Move,Clifton Block nine,2 BHK,1276,2,2,45
House,Ready To Move,DHA Defence,3 BHK,1460,3,2,70
Appartment,19-Jul,North Nazimabad,2 BHK,1355,2,1,95
Appartment,Ready To Move,Saddar Town,1 BHK,833,1,1,49
House,Ready To Move,Gulshan-e-Iqbal Town,8 Bedroom,1200,8,,275
Plot,Ready To Move,Tariq Road,5 Bedroom,1750,5,1,450
Appartment,18-Dec,Clifton,2 BHK,1200,2,1,48
Appartment,Ready To Move,Frere Town,1 BHK,669,1,1,36.85
Plot,Ready To Move,Nazimabad,3 Bedroom,2200,4,2,105
Appartment,18-May,Khalid Bin Walid Road,3 BHK,1594,3,,125
Appartment,Ready To Move,Garden West,3 BHK,1790,3,2,105
Appartment,Ready To Move,Clifton,2 BHK,1020,2,1,45
Plot,Ready To Move,Clifton,4 Bedroom,3250,5,1,850
Appartment,Ready To Move,Gulistan-e-Jauhar ,2 BHK,1037,2,1,36.28
Appartment,Ready To Move,Malir,3 BHK,1345,2,2,57
Appartment,Ready To Move,Mehmoodabad,2 BHK,1070,2,3,43
Appartment,Ready To Move,Jamshed Town ,4 BHK,3000,5,,270
Appartment,Ready To Move,Clifton Block nine,3 BHK,1385,2,2,76.18
Appartment,Ready To Move,DHA Phase seven,2 BHK,1207,2,2,79.9
Appartment,Ready To Move,DHA Phase six,2 BHK,1140,2,3,55.5
House,Ready To Move,Dhoraji Colony,2 BHK,1220,2,2,68
Plot,Ready To Move,Cornish Society Scheme ,4 Bedroom,3811,3,2,475
Appartment,Ready To Move,Cornish Society Scheme ,4 BHK,3596,5,0,252
House,Ready To Move,North Karachi,3 BHK,1965,3,3,120
House,Ready To Move,Punjab Colony,3 BHK,1760,2,0,115
Appartment,18-Mar, North Karachi,2 BHK,1225,2,1,70
Appartment,Ready To Move,Airport Road,2 BHK,1075,2,2,52.43
House,Ready To Move,Kashmir Road,2 BHK,1000,2,1,68
Appartment,Ready To Move,Clifton,3 BHK,1891,3,1,109
Appartment,Ready To Move,Defence Garden,2 BHK,1322,2,2,86
Plot,Ready To Move,Kashmir Road,3 Bedroom,1095,3,0,215
House,Ready To Move,Navy Housing Scheme Karsaz,4 Bedroom,3600,4,0,260
Appartment,Ready To Move,Clifton Block nine,2 BHK,1045,2,1,36.58
Appartment,Ready To Move,Abid Town,3 BHK,1545,3,3,85
Appartment,Ready To Move,Gohar Green City,3 BHK,1996,3,2,135
Appartment,Ready To Move,Hill Park,2 BHK,1125,2,2,70
Appartment,18-Apr,Korangi Creek,3 BHK,1560,3,1,115
Appartment,Ready To Move,Soldier Bazar,3 BHK,2000,2,2,85
House,Ready To Move,PECHS,4 BHK,3100,4,2,310
House,Ready To Move,Garden East,2 BHK,780,2,1,35
Plot,Ready To Move,Karimabad,2 Bedroom,1350,2,1,110
Appartment,Ready To Move,Khayaban-e-Bukhari,3 BHK,2275,4,2,180
Appartment,Ready To Move,Jamshed Quarter,2 BHK,1350,2,2,41
Appartment,Ready To Move,Civic Centre,3 BHK,1464,3,3,56
Appartment,Ready To Move,Korangi Road,3 BHK,1570,3,3,64.5
Appartment,Ready To Move,Sunset Boulevard,1 BHK,708,1,0,28.32
Appartment,Ready To Move,Khayaban-e-Jami,3 BHK,1680,3,1,160
Appartment,Ready To Move,Khayaban-e-Ittehad,2 BHK,1400,2,1,82
Appartment,Ready To Move,Khayaban-e-Bahria,2 BHK,1310,2,2,72
House,Ready To Move,Khayaban-e-Badban,6 Bedroom,3300,6,3,165
Appartment,18-May,Khayaban-e-Hilal,2 BHK,1175,2,1,57
House,Ready To Move,Khayaban-e-Shahbaz,3 BHK,1428,2,1,80
Plot,Ready To Move,Khayaban-e-Sehar,4 Bedroom,750,4,2,62
Appartment,Ready To Move,Khayaban-e-Rahat,4 BHK,3252,4,3,280
Appartment,Ready To Move,Khayaban-e-Muhafiz,2 BHK,1194,2,2,46
Plot,Ready To Move,Khayaban-e-Bukhari,8 Bedroom,750,8,,200
Appartment,18-Jun,Khayaban-e-Nishat,2 BHK,1080,2,2,35
Appartment,Ready To Move,Commercial Avenue,3 BHK,1200,2,1,68
Plot,17-Dec,Khayaban-e-Hafiz,2 Bedroom,1200,2,1,45
Plot,Ready To Move,Khayaban-e-Muslim,5 Bedroom,1200,4,3,120
House,18-Dec,Khayaban-e-Shaheen,3 BHK,1320,2,1,38.13
Appartment,20-Jan,Khayaban-e-Shujaat,3 BHK,1842,3,2,115
Appartment,Ready To Move,Jamshed Quarter,2 BHK,1146,2,3,55
Appartment,20-Aug,Saba Avenue,1 BHK,440,1,1,28
Appartment,Ready To Move,Beach Avenue,2 BHK,1048,2,3,50
Appartment,Ready To Move,Khayaban-e-Mujahid,3 BHK,1801,3,1,115
Appartment,19-Mar,Khayaban-e-Janbaz,2 BHK,1232,2,1,69.61
Appartment,Ready To Move,Khayaban-e-Shamsheer,2 BHK,1150,2,2,90
Appartment,21-Mar,Delhi Mercentile Society,3 BHK,1868,3,1,120
Appartment,18-Apr,Old Golimar,3 BHK,1445,2,2,47.1
Appartment,Ready To Move,Kehkashan,3 BHK,1466,2,3,140
House,Ready To Move,Kehkashan,3 BHK,1730,3,2,100
Appartment,18-Dec,Napier Road,3 BHK,3860,3,2,402
Appartment,Ready To Move,Napier Road,2 BHK,1185,2,3,70
House,Ready To Move,Kehkashan,3 BHK,3027,4,3,260
House,20-Dec,Kehkashan,4 BHK,2400,4,3,147
House,Ready To Move,Kehkashan,2 BHK,1185,2,1,49
Appartment,18-Aug,Kehkashan,2 BHK,1150,2,2,49
Plot,Ready To Move,Napier Road,5 Bedroom,2000,4,2,180
Plot,Ready To Move,I I Chundrigar Road,6 Bedroom,875,3,1,98
Appartment,Ready To Move,I I Chundrigar Road,2 BHK,1075,2,2,35
Appartment,Ready To Move,I I Chundrigar Road,3 BHK,1760,3,2,123
Appartment,Ready To Move,Zaibunnisa Street,2 BHK,1600,2,1,63.98
Plot,Ready To Move,Zaibunnisa Street,4 Bedroom,910,4,1,140
Appartment,Ready To Move,Zaibunnisa Street,2 BHK,1000,2,1,78
Appartment,Ready To Move,Nazimabad,2 BHK,1215,2,2,90
Appartment,Ready To Move,Khalid Bin Walid Road,3 BHK,1734,3,3,125
Appartment,Ready To Move,Garden West,2 BHK,1280,2,1,60
Appartment,Ready To Move,Clifton,2 BHK,1113,2,1,55
Appartment,Ready To Move,Clifton,2 BHK,1272,2,2,48
House,Ready To Move,Gulistan-e-Jauhar ,3 BHK,1240,3,2,41
House,Ready To Move,Malir,8 Bedroom,704,8,3,92
Appartment,Ready To Move,Mehmoodabad,2 BHK,1100,2,1,70
Appartment,19-Apr,Jamshed Town ,2 BHK,896,2,1,30.13
Appartment,Ready To Move,Clifton Block nine,4 BHK,3657,5,,220
Appartment,Ready To Move,DHA Phase seven,2 BHK,1200,2,0,35
House,Ready To Move,DHA Phase six,4 BHK,2800,4,3,155
Appartment,19-Jun,Dhoraji Colony,4 BHK,2790,4,3,198
House,Ready To Move,Cornish Society Scheme ,3 BHK,3500,3,,198
House,Ready To Move,Cornish Society Scheme ,3 Bedroom,3600,3,2,150
House,Ready To Move,North Karachi,2 BHK,1500,2,2,30
Plot,Ready To Move,Punjab Colony,8 Bedroom,1200,7,0,220
Appartment,Ready To Move, North Karachi,2 BHK,1096,2,2,48
House,Ready To Move,Airport Road,2 Bedroom,580,2,0,95
Appartment,Ready To Move,Kashmir Road,2 BHK,1094,2,1,44
Appartment,Ready To Move,Clifton,2 BHK,1100,2,2,49
Appartment,Ready To Move,Defence Garden,4 BHK,2725 - 3250,5,0,191
Appartment,19-Sep,Kashmir Road,4 BHK,2503,6,2,325
Appartment,Ready To Move,Navy Housing Scheme Karsaz,2 BHK,1145,2,2,40
Appartment,Ready To Move,Clifton Block nine,3 BHK,1550,3,2,74.5
Appartment,Ready To Move,DHA Defence,3 BHK,1830,4,2,82
Appartment,19-Dec,North Nazimabad,3 BHK,1746,3,3,84.95
House,Ready To Move,Saddar Town,4 Bedroom,1280,4,1,115
Appartment,20-Aug,Gulshan-e-Iqbal Town,2 BHK,918,2,1,27.54
Appartment,18-Jul,Tariq Road,1 BHK,645,1,1,16.45
Appartment,Ready To Move,Clifton,3 BHK,1305,2,1,60
Appartment,Ready To Move,Frere Town,2 BHK,1207,2,2,62
House,Ready To Move,Nazimabad,3 BHK,1678,3,2,125
Appartment,Ready To Move,Khalid Bin Walid Road,2 BHK,950,2,1,50
Plot,Ready To Move,Garden West,10 Bedroom,1200,7,,240
Appartment,18-Feb,Clifton,2 BHK,1070,2,1,55
Appartment,Ready To Move,Clifton,3 BHK,1732.46,3,2,92
Appartment,Ready To Move,Gulistan-e-Jauhar ,3 BHK,1639,2,1,40.98
Appartment,Ready To Move,Malir,2 BHK,1360,2,1,103
Plot,Ready To Move,Mehmoodabad,4 Bedroom,2592,4,2,250
Plot,Ready To Move,Jamshed Town ,3 Bedroom,4470,3,,700
Plot,Ready To Move,Clifton Block nine,5 Bedroom,720,4,3,62
Appartment,Ready To Move,DHA Phase seven,3 BHK,1656,3,2,150
Appartment,Ready To Move,DHA Phase six,2 BHK,985,2,1,49
Appartment,Ready To Move,Dhoraji Colony,3 BHK,1999,3,2,135
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1050,2,1,75
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1440,2,2,64
Appartment,Ready To Move,North Karachi,3 BHK,1600,2,2,160
Appartment,17-Nov,Punjab Colony,2 BHK,1253,2,1,52.66
Plot,Ready To Move, North Karachi,3 Bedroom,1200,3,0,85
Appartment,Ready To Move,Airport Road,3 BHK,1360,2,3,75
Appartment,Ready To Move,Kashmir Road,2 BHK,1086,2,1,47.5
Appartment,Ready To Move,Clifton,3 BHK,1655,3,2,155
Plot,17-Feb,Defence Garden,4 Bedroom,2600,4,,260
Appartment,Ready To Move,Kashmir Road,2 BHK,1418,2,2,78
Appartment,Ready To Move,Navy Housing Scheme Karsaz,2 BHK,1270,2,2,100
Appartment,Ready To Move,Clifton Block nine,3 BHK,1410,2,3,52.17
Appartment,19-Jan,Abid Town,2 BHK,1150,2,1,74
Plot,Ready To Move,Gohar Green City,2 Bedroom,600,3,2,45
House,Ready To Move,Hill Park,3 BHK,1440,3,2,65.8
Plot,Ready To Move,Korangi Creek,3 Bedroom,1200,2,0,108
Appartment,Ready To Move,Soldier Bazar,2 BHK,1200,2,2,75
Appartment,Ready To Move,PECHS,3 BHK,1410,2,3,50.06
Plot,Ready To Move,Garden East,4 Bedroom,1200,5,2,92
Plot,Ready To Move,Karimabad,3 Bedroom,600,3,2,60
House,18-Dec,Khayaban-e-Bukhari,1 BHK,624,1,1,35
Appartment,Ready To Move,Jamshed Quarter,2 BHK,1060,2,1,58
Appartment,20-Dec,Civic Centre,4 BHK,3960,5,3,386
Plot,18-Aug,Korangi Road,2 Bedroom,1200,2,1,45
Plot,Ready To Move,Sunset Boulevard,4 Bedroom,1200,4,2,175
House,Ready To Move,Khayaban-e-Jami,4 BHK,1917,3,0,60
Appartment,Ready To Move,Khayaban-e-Ittehad,2 BHK,950,2,1,40
Plot,18-Dec,Khayaban-e-Bahria,2 Bedroom,3040,2,1,48
Appartment,18-May,Khayaban-e-Badban,3 BHK,1250,3,1,50
Appartment,Ready To Move,Khayaban-e-Hilal,2 BHK,1235,2,2,60
Appartment,Ready To Move,Khayaban-e-Shahbaz,1 BHK,722,1,0,46
Plot,Ready To Move,Khayaban-e-Sehar,4 Bedroom,2775,3,1,165
House,Ready To Move,Khayaban-e-Rahat,2 BHK,1200,2,1,93
House,Ready To Move,Khayaban-e-Muhafiz,3 BHK,1400,3,,68
House,Ready To Move,Khayaban-e-Bukhari,3 BHK,1225,3,3,60
Appartment,Ready To Move,Khayaban-e-Nishat,2 BHK,1220,2,1,58.5
Appartment,Ready To Move,Commercial Avenue,1 BHK,705,1,1,52.5
Appartment,Ready To Move,Khayaban-e-Hafiz,3 BHK,1880,3,2,94.36
Plot,Ready To Move,Khayaban-e-Muslim,2 Bedroom,1200,2,1,70
House,Ready To Move,Khayaban-e-Shaheen,3 BHK,1550,2,1,60
Appartment,Ready To Move,Khayaban-e-Shujaat,3 BHK,1893,3,1,130
Appartment,Ready To Move,Jamshed Quarter,3 BHK,1650,3,2,75
House,Ready To Move,Saba Avenue,2 BHK,1113,2,2,46
Plot,Ready To Move,Beach Avenue,2 Bedroom,1500,2,0,203
Plot,Ready To Move,Khayaban-e-Mujahid,9 Bedroom,1800,9,1,180
Appartment,Ready To Move,Khayaban-e-Janbaz,3 BHK,1586,3,3,70
Plot,Ready To Move,Khayaban-e-Shamsheer,3 Bedroom,4000,3,1,235
Appartment,Ready To Move,Khayaban-e-Tanzeem,3 BHK,1541,3,3,80
Appartment,18-Dec,Khayaban-e-Tauheed,3 BHK,1830,3,2,101
Appartment,Ready To Move,Khayabane-e-Amir Khusro,2 BHK,1200,2,2,48
Plot,Ready To Move,Khayaban-e-Tariq,3 Bedroom,1800,2,0,72
Appartment,18-Jun,Khaliq-uz-Zaman,2 BHK,1015,2,1,40
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1120,2,2,37.95
Appartment,21-Dec,Muslimabad,1 BHK,706,1,1,48.24
Plot,Ready To Move,Gulshan-E-Iqbal one,4 Bedroom,1350,4,2,85
Plot,Ready To Move,Gulshan-E-Iqbal two,6 Bedroom,610,4,,95
Plot,Ready To Move,PIB Colony,3 Bedroom,1900,3,1,99
Plot,Ready To Move,DHA Defence,4 Bedroom,1200,4,,243
House,Ready To Move,North Nazimabad,4 BHK,3000,5,3,150
Appartment,Ready To Move,Saddar Town,3 BHK,1075,2,1,42
Appartment,19-Jul,Gulshan-e-Iqbal Town,2 BHK,1290,2,3,80
Appartment,Ready To Move,Tariq Road,2 BHK,1200,2,1,50
House,Ready To Move,Clifton,2 BHK,1150,2,1,53.11
Appartment,Ready To Move,Frere Town,3 BHK,1360,2,3,61.2
Carpet  Area,Ready To Move,Nazimabad,9 BHK,4500,9,,500
Appartment,20-Dec,Khalid Bin Walid Road,2 BHK,935,2,1,32.73
Appartment,Ready To Move,Garden West,3 BHK,1730,3,3,140
Appartment,Ready To Move,Clifton,2 BHK,1260,2,2,53
House,Ready To Move,Clifton,6 Bedroom,675,6,2,125
Plot,Ready To Move,Gulistan-e-Jauhar ,4 Bedroom,4000,4,1,650
Appartment,Ready To Move,Malir,2 BHK,950,2,1,45.68
Plot,Ready To Move,Mehmoodabad,2 Bedroom,600,3,2,85
House,Ready To Move,Jamshed Town ,5 Bedroom,2500,5,2,120
Appartment,17-May,Clifton Block nine,4 BHK,3216,5,2,300
Plot,Ready To Move,DHA Phase seven,6 Bedroom,800,3,2,120
Appartment,Ready To Move,DHA Phase six,3 BHK,1991,4,2,88
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1115,2,1,60
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1900,3,3,150
Appartment,18-May,Cornish Society Scheme ,2 BHK,1109,2,1,41.49
Appartment,Ready To Move,North Karachi,4 BHK,2340,5,1,129
Plot,Ready To Move,Punjab Colony,6 Bedroom,1200,6,2,300
Plot,Ready To Move, North Karachi,4 Bedroom,4356,5,1,850
Appartment,Ready To Move,Airport Road,2 BHK,1005,2,1,43
Appartment,19-Aug,Kashmir Road,1 BHK,416,1,1,19.5
Appartment,Ready To Move,Clifton,2 BHK,1394,2,1,100
Appartment,Ready To Move,Defence Garden,3 BHK,2138,3,2,110
House,Ready To Move,Kashmir Road,3 BHK,1550,3,2,160
Appartment,Ready To Move,Navy Housing Scheme Karsaz,3 BHK,1300,3,1,80
Appartment,Ready To Move,Clifton Block nine,2 BHK,1265,2,2,82
House,Ready To Move,DHA Defence,2 BHK,1140,2,2,52
Carpet  Area,Ready To Move,North Nazimabad,2 BHK,1050,2,3,40
House,Ready To Move,Saddar Town,2 BHK,1100,2,1,48
Appartment,18-May,Gulshan-e-Iqbal Town,2 BHK,1012,2,1,59
Plot,18-May,Tariq Road,4 Bedroom,1600,4,3,112
Appartment,Ready To Move,Clifton,2 BHK,1326,2,2,57
House,Ready To Move,Frere Town,3 BHK,1654,2,3,85
Plot,Ready To Move,Nazimabad,3 Bedroom,1705,2,1,290
Appartment,Ready To Move,Khalid Bin Walid Road,2 BHK,1070,2,1,42.8
Appartment,Ready To Move,Garden West,3 BHK,1700,3,2,95
Carpet  Area,18-Dec,Clifton,2 BHK,910.2,2,1,80.64
Appartment,Ready To Move,Clifton,2 BHK,1140,2,2,50.66
Plot,Ready To Move,Gulistan-e-Jauhar ,4 Bedroom,4960,4,3,400
Appartment,18-Aug,Malir,3 BHK,2254,3,2,170
Appartment,22-Mar,Mehmoodabad,2 BHK,945,2,1,47
Appartment,19-Aug,Jamshed Town ,4 BHK,2462,6,2,150
Plot,Ready To Move,Clifton Block nine,3 Bedroom,1350,3,0,240
Appartment,19-Dec,DHA Phase seven,1 BHK,615,1,1,44
Plot,Ready To Move,DHA Phase six,2 Bedroom,1110,2,0,65
Appartment,18-Mar,Dhoraji Colony,1 BHK,575,1,1,88
Appartment,18-Jul,Cornish Society Scheme ,2 BHK,1025,2,1,54.1
House,Ready To Move,Cornish Society Scheme ,3 BHK,1758,3,2,95
Appartment,18-Dec,North Karachi,4 BHK,3179,5,3,351
Appartment,Ready To Move,Punjab Colony,3 BHK,1342,3,3,92
Appartment,Ready To Move, North Karachi,3 BHK,1800,3,2,85
House,18-Feb,Airport Road,4 BHK,2928,4,3,198
House,Ready To Move,Kashmir Road,2 BHK,1140,2,3,32
Appartment,18-Jul,Clifton,2 BHK,1608,2,2,85
Appartment,Ready To Move,Defence Garden,3 BHK,1645,2,2,82
Appartment,18-Dec,Kashmir Road,3 BHK,1410,2,1,56.4
Appartment,Ready To Move,Navy Housing Scheme Karsaz,2 BHK,1200,2,2,52
Appartment,18-Jun,Clifton Block nine,3 BHK,1275,2,2,41.5
House,Ready To Move,Abid Town,4 Bedroom,3800,4,2,600
Appartment,Ready To Move,Gohar Green City,3 BHK,909,2,1,40
House,Ready To Move,Hill Park,2 Bedroom,1200,3,0,85
Appartment,Ready To Move,Korangi Creek,2 BHK,1080,2,2,73
Plot,Ready To Move,Soldier Bazar,2 Bedroom,1200,2,1,34
Appartment,18-May,PECHS,2 BHK,1092,2,1,60
Appartment,Ready To Move,Garden East,3 BHK,1932,4,3,135
Appartment,Ready To Move,Karimabad,2 BHK,1156,2,1,72
Appartment,Ready To Move,Khayaban-e-Bukhari,2 BHK,924,2,2,35.11
